response_id,age,gender,years_at_company,job_role,monthly_income,performance_rating,promotions_count,overtime,distance_from_home,education_level,marital_status,dependents_count,job_level,company_size,company_tenure,remote_work,leadership_opportunities,innovation_opportunities,company_reputation,employee_recognition,exit_status,wlf2,js2
44482,36,1,2,1,9269.0,0,1,1,33,0,1,0.0,0,0,57.0,0,0,0,3,1,0,0,3
16453,26,0,1,4,9858.0,0,0,0,48,0,0,2.0,0,2,4.0,0,0,0,2,2,0,2,2
49480,53,0,2,3,5296.0,3,3,0,78,3,2,4.0,0,0,39.0,0,0,0,2,3,0,2,1
33305,22,1,9,4,9761.0,0,0,1,11,3,1,1.0,2,1,61.0,0,0,0,3,0,1,1,2
6654,51,0,14,0,6150.0,2,0,0,27,3,0,0.0,1,0,57.0,0,0,0,3,1,1,2,1
38291,57,0,10,2,7474.0,2,0,1,69,1,0,1.0,0,1,89.0,1,0,0,2,0,1,1,1
7081,29,0,4,4,6543.0,0,0,0,66,4,2,1.0,1,2,36.0,0,0,0,2,1,0,1,0
67965,27,0,11,0,5135.0,0,0,0,21,2,2,0.0,2,1,49.0,0,0,1,3,0,0,0,1
16110,21,1,13,0,3892.0,2,2,0,86,0,2,2.0,2,0,33.0,0,0,0,2,1,1,1,1
44448,21,1,10,3,5209.0,1,1,0,12,2,2,2.0,0,0,20.0,0,0,1,1,1,0,1,0
10202,36,1,20,4,8980.0,1,0,1,25,3,0,0.0,0,1,66.0,0,0,0,3,2,1,0,1
30868,52,1,12,4,9418.0,0,0,0,63,0,2,3.0,0,2,60.0,0,0,0,2,2,0,0,0
66221,26,0,15,2,7246.0,2,2,0,84,2,2,0.0,1,0,19.0,0,0,0,3,0,0,2,3
3542,51,1,12,3,5629.0,0,0,0,49,1,1,1.0,1,2,38.0,0,0,0,1,0,0,1,1
59916,47,1,35,4,9446.0,2,0,0,28,1,2,0.0,2,1,112.0,1,0,0,1,1,1,1,1
27744,53,0,10,2,8577.0,0,0,0,83,0,2,5.0,1,1,48.0,0,1,0,2,0,1,2,1
57873,51,1,2,4,9210.0,3,0,0,13,2,2,0.0,2,2,10.0,0,0,0,3,0,1,1,1
15243,59,1,3,4,11015.0,0,2,0,33,2,1,4.0,1,1,79.0,1,0,0,1,1,1,1,3
23677,29,1,6,4,7238.0,0,0,1,36,0,0,1.0,1,2,62.0,1,0,0,0,1,1,2,1
53321,41,1,32,2,8842.0,0,0,0,15,0,1,1.0,2,2,96.0,0,0,0,3,2,1,1,1
21914,23,1,2,0,3545.0,0,0,0,46,2,2,2.0,1,2,65.0,0,0,0,2,2,0,1,1
71702,55,0,16,4,10892.0,3,0,0,19,4,1,1.0,2,1,75.0,0,0,1,2,3,1,3,1
48581,29,0,14,1,10737.0,1,0,1,62,1,1,0.0,0,2,34.0,0,0,1,0,1,0,2,3
6810,40,1,22,1,8568.0,0,3,0,68,3,1,5.0,1,0,59.0,0,0,0,2,0,1,1,1
22298,39,1,22,4,10533.0,0,1,1,79,2,1,4.0,0,2,26.0,0,0,0,3,2,1,2,1
30953,55,0,3,4,7617.0,1,1,0,23,4,2,4.0,2,2,75.0,0,0,0,1,2,1,1,1
57367,25,1,1,0,3060.0,0,1,0,56,0,2,0.0,2,1,31.0,0,0,1,1,0,1,2,2
72729,56,1,36,2,8810.0,0,0,0,9,0,2,2.0,0,2,44.0,1,0,0,3,0,0,3,1
38805,54,1,11,2,6989.0,3,0,1,72,4,1,0.0,1,1,22.0,1,0,0,2,0,1,2,1
73780,46,0,5,4,7690.0,0,2,1,78,0,0,0.0,2,1,13.0,0,0,0,3,0,0,3,1
749,48,0,32,4,10119.0,3,2,0,28,2,1,0.0,0,0,106.0,0,0,0,2,2,0,2,2
52293,40,0,29,1,8281.0,2,0,0,13,2,2,3.0,0,2,60.0,1,0,0,2,2,0,1,1
31010,38,0,12,2,7808.0,0,0,0,88,2,0,3.0,1,2,28.0,0,0,1,2,2,1,1,1
43315,57,1,48,2,8904.0,0,0,0,85,0,0,3.0,0,1,59.0,0,0,0,2,1,0,2,1
48033,53,1,26,4,7336.0,0,0,0,57,3,2,0.0,2,2,84.0,0,0,0,3,0,1,2,1
14997,22,1,3,4,8177.0,2,2,0,88,1,2,0.0,0,1,14.0,0,0,0,2,2,0,0,3
37583,41,0,29,3,5106.0,1,3,1,23,1,1,0.0,1,2,89.0,0,0,0,3,3,1,0,1
42086,24,1,11,3,5874.0,1,0,0,37,3,2,0.0,0,1,14.0,0,0,1,2,1,0,1,1
63320,41,1,22,2,8381.0,0,0,1,21,4,1,5.0,1,1,63.0,1,0,0,2,0,1,1,0
22804,20,0,6,2,7928.0,0,0,0,35,0,1,2.0,0,2,42.0,0,0,0,3,2,0,1,1
32035,31,0,10,3,6059.0,2,0,1,14,1,2,3.0,1,1,31.0,0,0,0,2,0,1,0,0
4962,43,0,28,4,9936.0,0,1,1,48,0,2,2.0,0,2,107.0,0,0,0,3,1,0,1,1
71509,58,1,32,1,8025.0,0,1,0,95,4,1,5.0,1,1,72.0,0,0,0,3,2,1,3,1
54794,22,0,3,0,3713.0,2,2,1,19,2,2,1.0,0,1,74.0,1,0,0,3,2,1,1,1
28339,58,0,32,1,5301.0,1,0,1,94,2,1,6.0,1,0,88.0,0,0,0,1,2,0,3,1
41024,32,0,14,4,7510.0,0,0,1,75,1,2,1.0,1,1,89.0,0,0,0,2,3,0,2,1
23497,27,0,4,4,8827.0,0,1,1,54,1,1,2.0,1,1,21.0,0,0,0,2,0,0,3,1
44577,20,0,10,2,7700.0,0,2,0,87,3,2,2.0,2,1,71.0,0,1,0,2,1,1,1,1
4489,31,1,2,1,7252.0,0,1,1,8,3,1,4.0,0,0,77.0,0,0,0,2,3,1,2,0
3246,53,1,14,3,6016.0,2,3,0,14,3,1,1.0,0,0,66.0,0,0,0,2,0,1,1,1
48874,39,0,6,4,8419.0,2,0,0,54,2,1,3.0,1,1,38.0,0,1,0,2,2,1,1,3
63834,55,1,31,1,12050.0,0,0,1,27,3,2,0.0,2,2,82.0,0,0,0,3,0,1,1,1
56687,40,1,19,0,4063.0,2,0,0,47,3,2,2.0,0,1,32.0,0,0,0,3,1,0,1,2
36427,30,1,2,3,5033.0,2,0,0,53,0,1,4.0,1,1,81.0,0,0,0,1,1,1,0,1
16699,44,0,8,4,8237.0,3,0,0,78,1,2,1.0,0,2,19.0,0,0,0,2,1,0,1,0
5981,33,0,10,1,9706.0,0,0,0,25,1,0,3.0,2,1,71.0,0,0,0,3,1,1,3,1
73877,40,1,30,3,5592.0,0,0,1,65,0,1,1.0,0,2,73.0,1,0,0,2,1,1,0,1
7071,31,1,21,2,9008.0,0,0,0,12,1,1,1.0,2,0,66.0,0,0,0,2,1,1,1,0
32830,29,0,5,1,6744.0,0,2,0,43,0,1,0.0,0,1,61.0,1,0,0,2,1,1,2,1
1483,30,1,5,2,8620.0,0,0,1,84,2,1,3.0,1,0,20.0,0,0,1,2,0,1,1,1
880,36,0,14,4,10230.0,0,3,0,94,3,0,5.0,0,1,89.0,0,0,0,1,2,0,0,2
26444,44,1,13,0,3801.0,0,1,0,50,1,1,5.0,0,0,61.0,0,0,0,2,1,1,1,1
32923,50,0,3,4,8204.0,1,1,0,83,2,1,3.0,0,2,35.0,0,0,0,2,2,0,2,1
63246,42,1,16,0,4525.0,0,0,0,28,1,2,3.0,2,1,45.0,0,0,1,2,2,0,2,0
16676,48,1,23,2,6235.0,3,2,1,18,0,1,1.0,0,1,32.0,0,0,0,2,0,1,1,3
5702,55,1,34,4,7835.0,2,1,1,79,0,2,1.0,0,2,106.0,0,0,0,3,2,0,0,1
62759,27,1,10,4,7667.0,0,2,1,92,4,0,1.0,1,1,83.0,0,0,1,2,1,1,2,1
21122,42,1,10,1,11033.0,1,0,1,60,1,0,2.0,1,2,13.0,0,0,1,3,1,0,3,1
49174,22,0,7,2,8662.0,2,0,1,86,2,2,5.0,1,2,43.0,0,0,0,0,0,0,1,1
15287,58,1,38,4,8901.0,0,0,0,28,3,2,4.0,2,2,83.0,0,0,0,1,1,1,1,2
39809,47,0,5,4,7254.0,0,0,0,18,3,2,1.0,0,2,23.0,0,0,0,2,1,0,3,0
36407,23,0,7,3,5401.0,1,1,0,33,2,2,0.0,0,1,75.0,0,0,0,2,1,0,2,3
44700,37,0,22,3,6137.0,0,2,0,35,2,1,4.0,0,1,58.0,0,0,0,2,1,1,3,1
64117,19,1,11,2,9110.0,1,0,0,64,0,0,3.0,1,2,83.0,0,0,0,2,2,0,2,2
50984,51,1,29,0,4978.0,0,0,0,32,2,2,3.0,0,2,50.0,0,1,0,2,1,0,2,3
73302,31,1,18,0,5096.0,0,2,1,23,1,2,0.0,1,0,71.0,0,0,0,1,2,1,2,2
54549,56,1,12,1,10178.0,0,0,0,44,2,0,0.0,1,1,16.0,0,0,0,3,2,0,2,1
45577,43,0,20,3,6447.0,0,0,1,57,2,1,3.0,0,2,21.0,0,0,0,2,0,0,2,0
632,54,1,1,0,4544.0,1,1,1,91,0,1,3.0,1,1,77.0,0,0,1,0,1,0,2,2
51565,53,0,4,3,5631.0,0,1,1,69,1,2,5.0,1,2,25.0,0,0,0,1,1,0,1,1
52842,47,0,27,0,3839.0,0,2,0,4,2,2,4.0,1,1,40.0,0,0,0,3,1,1,0,1
23205,44,1,17,2,10436.0,1,3,0,92,0,1,4.0,2,0,35.0,0,0,0,2,0,1,1,3
46817,50,0,4,3,5397.0,2,0,0,95,2,1,2.0,0,0,52.0,0,0,0,2,0,0,2,1
52016,26,0,11,2,8027.0,0,0,0,10,1,1,0.0,1,1,87.0,0,0,0,2,1,1,2,2
49131,22,0,7,3,6843.0,2,1,1,76,3,2,1.0,0,0,47.0,0,0,0,2,3,0,2,1
73479,27,0,4,2,7399.0,2,2,0,39,0,2,0.0,1,1,46.0,0,0,0,1,2,1,0,1
67693,55,1,44,1,10725.0,0,1,0,34,3,1,1.0,0,1,61.0,0,0,1,3,1,0,2,0
39214,47,1,14,3,5968.0,2,1,0,74,0,2,0.0,0,1,67.0,0,0,0,2,1,0,1,3
65468,18,0,5,3,6485.0,0,0,0,16,0,1,0.0,1,1,28.0,0,0,0,1,0,1,1,1
51442,28,1,4,2,9249.0,0,1,1,47,2,2,5.0,0,1,62.0,0,0,1,2,3,0,2,2
57448,21,0,9,0,4825.0,1,3,1,49,1,1,1.0,1,1,71.0,0,0,0,2,2,1,0,2
2944,26,1,11,3,5940.0,2,1,0,14,0,0,1.0,1,0,24.0,0,0,0,2,0,0,2,0
58147,48,0,1,4,9528.0,0,0,0,4,1,1,4.0,1,1,2.0,1,0,0,2,1,1,1,2
39582,39,1,31,0,4911.0,0,0,0,19,1,1,0.0,1,1,84.0,0,0,0,1,1,1,1,3
60771,33,1,25,4,10347.0,0,0,0,94,0,1,3.0,0,1,28.0,0,0,0,1,2,0,1,1
11877,44,0,8,4,9596.0,0,2,0,31,1,2,4.0,1,2,39.0,0,0,0,3,0,0,1,0
43374,49,0,40,1,10098.0,0,0,0,17,1,2,0.0,1,1,85.0,0,0,0,0,3,0,1,0
64554,52,1,39,2,6041.0,0,0,0,17,1,1,2.0,1,2,48.0,0,1,1,2,2,1,2,3
67876,28,1,2,0,4326.0,0,2,0,87,3,1,2.0,2,1,48.0,0,0,0,2,2,0,2,3
36963,18,0,5,3,5469.0,3,1,0,9,0,2,4.0,1,1,56.0,0,0,0,3,0,0,1,3
18400,54,0,22,2,9422.0,0,0,0,55,3,1,3.0,1,1,62.0,0,0,0,1,2,0,2,1
71243,36,0,19,2,7908.0,0,2,1,14,2,0,1.0,1,1,64.0,1,0,0,2,1,1,2,1
60029,38,1,26,0,5866.0,0,3,0,45,3,1,1.0,2,2,82.0,0,0,0,3,2,1,1,2
47158,18,0,4,4,9193.0,0,1,0,42,2,2,2.0,1,1,68.0,0,0,0,2,2,0,3,1
65751,24,0,14,1,10692.0,2,1,1,93,1,1,0.0,0,2,34.0,0,0,1,3,2,0,2,1
52611,48,1,19,0,4377.0,1,0,0,78,3,1,4.0,1,1,33.0,0,0,0,2,1,1,1,1
3456,36,1,23,2,8545.0,2,1,0,31,1,1,0.0,1,1,88.0,0,0,0,3,1,0,1,1
9900,25,1,1,4,8660.0,2,3,0,50,0,1,1.0,1,1,79.0,0,0,1,2,0,1,1,2
42435,42,0,23,4,6731.0,1,0,0,14,3,1,6.0,2,1,54.0,0,1,0,2,0,1,2,2
40809,37,1,10,4,7457.0,0,1,0,34,0,2,0.0,0,0,66.0,0,0,0,2,0,0,3,1
569,21,0,12,4,7818.0,2,1,0,21,3,2,1.0,0,2,72.0,0,0,0,0,3,0,2,0
8296,59,0,46,2,6860.0,0,0,1,49,0,1,2.0,0,2,122.0,0,0,0,3,0,1,1,0
54287,27,0,11,4,7540.0,3,2,0,21,3,2,2.0,1,1,56.0,0,0,1,2,2,1,1,1
8633,23,1,3,2,8009.0,0,0,0,83,2,2,1.0,1,0,40.0,0,0,0,2,3,0,1,1
1821,29,1,6,4,5732.0,0,0,1,7,1,0,0.0,1,2,84.0,0,0,1,2,1,1,0,1
69150,35,0,7,2,9112.0,0,3,0,38,1,1,0.0,1,2,42.0,0,1,0,3,0,0,1,0
19575,45,1,30,2,8201.0,0,1,0,41,3,1,1.0,0,1,41.0,0,0,0,0,0,1,1,0
25856,37,0,29,3,6509.0,0,0,0,28,1,2,4.0,1,1,97.0,0,0,0,2,3,1,0,1
7709,36,0,24,4,9096.0,0,1,0,44,0,1,3.0,2,0,100.0,0,0,0,1,1,1,0,1
18755,48,1,6,4,10003.0,2,3,0,59,1,0,5.0,0,1,45.0,1,0,0,2,1,1,1,0
50743,21,1,4,0,4589.0,0,1,1,89,2,0,1.0,0,2,36.0,0,0,0,3,2,0,0,1
50185,59,1,16,2,7640.0,0,0,0,61,2,2,1.0,0,1,92.0,0,0,0,1,2,0,3,1
68262,45,0,12,1,9920.0,0,0,0,90,3,1,0.0,0,1,44.0,0,0,0,3,1,0,3,3
62615,33,1,20,2,7339.0,0,0,0,5,2,2,0.0,0,1,24.0,0,0,1,3,0,0,0,1
11672,59,1,39,4,9532.0,0,0,0,20,2,1,1.0,2,0,58.0,1,0,0,2,0,1,1,1
27740,42,1,14,2,10055.0,0,2,0,26,1,2,4.0,1,1,70.0,0,0,0,0,2,1,2,2
17163,27,1,3,2,7069.0,0,1,0,16,3,0,3.0,0,1,60.0,0,0,1,2,2,1,0,2
48938,51,0,16,4,6458.0,0,1,0,58,3,2,3.0,0,0,17.0,0,0,1,1,1,0,1,0
33252,24,1,4,0,6221.0,0,0,0,54,1,2,3.0,0,2,46.0,1,0,0,3,1,0,3,1
66677,43,0,30,2,8607.0,0,0,0,24,2,1,2.0,0,1,98.0,0,0,0,2,2,1,1,1
57552,59,0,31,1,9004.0,3,3,0,44,1,2,5.0,0,2,79.0,0,0,0,3,1,1,2,2
48345,53,1,30,4,8922.0,0,2,0,91,0,1,0.0,0,2,40.0,0,0,0,2,1,0,0,3
45576,24,0,11,4,9208.0,1,0,0,46,3,1,0.0,0,1,15.0,0,0,0,0,3,1,2,0
62961,40,1,26,4,7670.0,0,3,1,18,1,1,2.0,0,1,94.0,0,0,0,2,2,1,0,2
24039,52,1,40,0,4265.0,2,2,0,1,0,1,2.0,0,1,107.0,0,0,0,2,0,0,1,2
60055,38,1,15,1,8804.0,0,2,0,75,1,2,3.0,0,1,77.0,1,0,0,2,2,1,0,1
61500,50,1,10,4,8597.0,0,0,0,19,1,1,3.0,0,1,80.0,0,0,0,3,2,1,1,2
51942,56,1,15,3,5582.0,2,0,1,78,3,0,3.0,0,0,45.0,1,0,0,2,3,0,3,0
63776,58,0,45,2,7842.0,3,4,0,37,1,2,1.0,0,2,82.0,0,0,1,2,2,0,2,1
18492,52,0,42,3,5199.0,0,0,1,49,0,2,2.0,0,1,100.0,0,0,0,2,0,0,1,2
8453,35,0,4,2,7004.0,0,2,0,56,1,2,2.0,0,1,42.0,0,0,0,2,0,0,2,1
12310,39,0,17,1,8518.0,0,1,0,3,3,1,1.0,0,1,41.0,0,0,1,2,1,0,1,0
47795,32,0,15,3,6116.0,2,1,0,95,3,0,0.0,1,1,32.0,0,0,0,2,1,1,0,1
55432,18,1,4,4,8997.0,0,1,0,80,2,2,0.0,1,1,13.0,1,0,0,1,2,0,1,0
31714,42,0,29,4,8506.0,0,1,0,71,3,2,0.0,1,0,35.0,0,0,1,2,1,0,2,3
39609,18,1,6,4,9188.0,2,2,0,6,0,2,3.0,0,1,19.0,0,0,0,1,2,0,3,1
12898,29,0,18,0,4465.0,0,0,1,45,0,2,1.0,1,1,84.0,0,0,0,1,0,0,2,1
23373,55,1,39,4,9215.0,1,0,1,27,2,1,3.0,1,1,54.0,0,0,1,3,1,0,1,1
21954,23,0,6,4,10797.0,3,0,1,47,3,2,0.0,1,1,65.0,0,0,0,2,1,0,1,1
67933,37,1,15,1,9354.0,1,0,0,94,1,1,3.0,0,2,92.0,0,0,1,2,1,0,0,1
59340,26,0,17,1,7421.0,0,0,0,35,1,2,3.0,1,1,58.0,0,0,0,1,2,0,2,0
69442,52,1,12,3,7016.0,0,0,0,60,2,0,0.0,0,0,51.0,0,0,0,1,0,1,0,3
42157,20,1,4,3,5693.0,0,0,0,81,0,1,0.0,0,1,61.0,1,0,0,1,0,1,1,1
46950,41,0,16,4,9865.0,0,1,0,39,1,2,0.0,1,2,92.0,0,0,0,2,1,0,0,1
44052,44,0,15,3,6257.0,1,4,0,42,1,1,0.0,2,1,44.0,0,0,1,2,2,1,1,1
69777,29,1,10,4,7206.0,2,0,0,11,2,0,0.0,0,1,52.0,0,0,1,0,2,1,2,1
53362,20,1,3,0,3400.0,0,0,1,88,0,2,0.0,1,1,68.0,0,0,1,0,0,1,1,0
3150,51,1,42,0,3428.0,0,0,0,48,0,1,1.0,2,0,89.0,0,0,1,2,0,1,2,1
10178,50,1,24,0,4492.0,2,1,0,15,0,1,0.0,2,1,63.0,0,1,0,0,1,1,1,1
68966,55,0,42,1,7413.0,0,1,0,2,1,1,0.0,1,1,62.0,1,1,1,2,0,1,1,2
18792,38,0,12,2,7805.0,0,0,1,30,0,2,0.0,0,0,49.0,1,0,0,2,2,0,3,3
7362,42,0,32,1,6422.0,2,0,1,58,0,2,0.0,1,2,50.0,0,0,0,3,1,0,2,1
45889,57,1,36,2,7818.0,2,2,0,30,3,2,2.0,1,1,51.0,0,0,0,1,1,0,1,1
72656,44,0,18,3,6508.0,0,0,0,28,1,1,2.0,0,1,25.0,0,0,1,0,0,0,1,2
33348,42,1,5,1,8077.0,0,1,1,65,0,2,4.0,1,2,70.0,1,0,0,1,2,0,1,1
51964,38,1,7,1,8768.0,2,1,0,29,3,0,0.0,0,2,50.0,0,0,0,1,2,1,1,1
10091,48,0,1,3,5997.0,0,1,0,6,1,2,4.0,0,2,5.0,1,0,0,1,2,1,0,0
65127,40,1,27,1,8459.0,0,2,1,12,1,1,3.0,0,1,81.0,0,0,0,2,1,0,2,2
12712,39,0,31,1,10512.0,1,0,0,89,2,2,3.0,0,1,79.0,1,0,1,2,1,1,0,1
49947,44,0,32,1,7568.0,0,0,0,90,2,1,0.0,0,2,52.0,0,0,0,2,0,0,3,1
11262,43,1,18,4,8540.0,1,3,1,17,0,1,0.0,1,2,59.0,0,0,1,2,0,1,2,1
51387,30,1,3,2,8133.0,0,0,1,5,3,1,0.0,1,1,25.0,0,0,0,1,2,0,1,1
6958,21,0,6,0,4977.0,0,0,0,68,0,1,0.0,0,0,29.0,0,0,0,2,2,1,1,1
70695,41,0,17,1,4102.0,0,1,1,11,3,2,1.0,0,1,82.0,0,0,0,2,1,0,0,0
43058,24,0,13,2,7338.0,1,1,0,68,0,1,3.0,2,1,91.0,1,0,0,1,1,1,1,0
31528,26,1,13,0,4352.0,0,0,1,21,3,2,1.0,1,2,53.0,0,0,0,2,1,0,3,2
2875,40,0,1,2,8196.0,0,0,0,22,1,2,3.0,0,1,30.0,0,0,0,2,2,0,2,1
58021,22,1,9,0,4187.0,0,2,0,80,1,1,2.0,1,0,81.0,1,0,0,2,2,1,1,1
60762,35,0,10,2,7446.0,2,0,0,94,1,1,3.0,1,0,71.0,0,0,0,0,1,1,0,1
50692,23,0,13,0,4992.0,2,0,0,49,0,1,0.0,1,1,41.0,0,0,1,1,1,1,1,1
16614,21,1,12,2,8085.0,0,0,0,48,1,1,0.0,1,2,38.0,0,0,0,2,2,1,1,3
23755,55,0,35,2,6431.0,0,2,0,77,4,2,0.0,1,1,62.0,0,0,0,1,1,0,1,2
48431,18,0,3,1,8613.0,0,1,0,71,3,1,3.0,0,1,74.0,0,0,0,2,1,1,1,1
62457,44,0,4,3,6094.0,2,1,0,18,3,1,3.0,2,1,71.0,0,0,0,1,2,1,3,2
42166,31,1,20,4,9058.0,0,0,0,59,0,2,2.0,1,2,57.0,0,1,0,2,1,0,2,1
51894,29,1,16,3,5325.0,2,1,0,43,1,1,1.0,0,1,80.0,0,0,0,0,0,0,1,0
54651,59,1,14,4,6516.0,0,0,0,14,2,2,1.0,1,0,27.0,1,0,0,2,1,1,3,2
53181,27,0,15,3,6933.0,0,1,0,6,2,2,1.0,0,1,75.0,0,1,0,2,2,1,0,1
17115,51,0,35,0,3716.0,0,0,1,96,2,1,0.0,2,2,76.0,0,0,0,1,0,1,3,0
3228,51,0,27,0,4408.0,0,0,0,52,1,2,4.0,1,0,83.0,0,0,0,2,0,1,0,1
71823,34,1,10,4,8960.0,0,0,1,83,3,2,0.0,0,1,81.0,0,0,0,1,2,0,2,2
4893,55,0,27,0,5638.0,0,0,0,76,3,1,1.0,1,0,81.0,0,0,1,2,2,1,1,0
29383,58,1,26,4,10715.0,0,0,1,20,2,0,0.0,1,2,45.0,0,0,0,2,0,1,2,0
32479,34,1,10,1,6219.0,0,2,0,33,0,1,4.0,1,1,70.0,0,0,0,3,2,1,0,2
42565,27,0,2,1,9661.0,1,0,1,90,3,1,2.0,1,0,8.0,1,0,0,0,0,0,2,1
17478,34,1,14,4,8613.0,2,0,0,32,3,0,5.0,1,0,79.0,0,1,0,2,1,1,2,1
33846,37,1,12,2,7106.0,0,0,0,56,3,1,0.0,0,2,74.0,0,1,0,2,0,1,0,2
25442,30,1,3,2,8510.0,0,0,0,11,3,1,1.0,1,1,70.0,1,0,0,1,0,1,1,1
53612,52,1,23,2,8200.0,0,0,1,21,1,0,0.0,0,2,96.0,0,0,0,2,2,0,3,0
49360,39,0,24,0,4448.0,0,1,0,38,1,1,4.0,2,0,75.0,0,0,0,2,1,1,2,1
24729,41,0,18,1,9895.0,0,0,1,28,1,2,2.0,0,2,33.0,0,0,1,2,1,1,1,2
38356,26,1,7,4,10939.0,0,2,1,52,0,2,4.0,2,2,46.0,1,0,0,2,0,1,2,1
44092,27,0,12,2,8632.0,1,0,0,54,1,2,1.0,0,1,41.0,0,0,0,2,0,0,2,1
56418,31,1,13,0,4638.0,0,3,0,40,1,1,2.0,1,1,64.0,0,0,0,2,2,1,2,1
40108,54,1,10,4,10522.0,2,0,1,40,4,0,5.0,0,0,65.0,0,0,0,1,0,0,2,1
46396,45,1,1,4,11062.0,0,1,1,21,2,2,0.0,1,2,29.0,0,0,0,2,0,0,2,1
36744,32,1,7,4,11341.0,0,0,0,2,2,2,4.0,1,1,36.0,0,0,0,2,0,1,3,2
22549,48,1,3,0,4013.0,0,1,1,74,0,1,3.0,0,1,33.0,0,0,1,2,2,1,1,0
41943,43,1,14,1,9942.0,1,2,0,98,1,1,1.0,2,1,72.0,0,0,0,0,2,1,2,0
31439,39,0,16,2,8779.0,0,0,1,3,0,1,4.0,0,2,55.0,0,0,0,2,1,0,2,0
27111,18,0,8,0,4021.0,1,0,1,7,1,2,1.0,0,1,77.0,0,0,0,1,2,0,2,3
43907,50,1,42,0,5806.0,3,1,1,20,2,1,2.0,0,2,53.0,0,0,0,2,2,0,0,1
21262,39,1,22,2,8627.0,0,1,1,89,1,2,3.0,1,0,83.0,0,0,0,1,1,0,3,1
56756,47,1,37,1,9028.0,0,1,0,90,1,1,5.0,0,1,43.0,0,0,0,1,2,1,3,1
6246,24,1,4,2,5875.0,0,0,0,20,4,2,1.0,1,2,64.0,0,0,0,2,2,1,1,3
57388,44,0,34,4,8150.0,0,3,0,61,1,2,1.0,0,2,74.0,0,0,1,0,1,0,0,1
24168,37,1,4,4,7861.0,1,0,0,61,1,2,1.0,1,0,83.0,0,0,1,3,2,0,1,2
49777,34,0,9,1,7678.0,2,0,0,54,0,2,2.0,1,1,56.0,0,0,0,2,0,0,1,1
57393,44,1,33,4,12173.0,3,0,1,80,0,0,3.0,2,1,59.0,0,0,0,2,2,1,1,0
58358,54,1,3,2,8588.0,0,0,1,40,3,1,1.0,1,1,64.0,1,0,0,2,1,1,0,1
13530,36,1,28,0,4851.0,0,2,0,72,0,1,3.0,2,0,94.0,0,0,0,3,0,1,1,1
8482,21,1,10,2,8585.0,2,1,0,94,4,2,5.0,1,0,35.0,0,0,1,0,2,0,3,0
15144,38,1,4,4,8083.0,0,0,1,93,1,1,4.0,0,1,33.0,1,0,0,1,2,0,3,1
25350,57,1,41,4,10559.0,0,0,1,51,3,1,3.0,1,0,95.0,0,0,0,0,0,0,1,1
47860,31,0,23,3,6328.0,1,1,0,21,1,1,0.0,2,2,65.0,0,0,1,2,2,0,3,1
29360,30,0,22,3,6322.0,0,1,0,57,1,0,3.0,2,2,67.0,0,0,0,3,1,0,2,2
62758,56,0,42,0,5551.0,2,0,1,87,0,2,5.0,0,1,67.0,0,0,0,1,0,0,2,1
60857,54,0,14,3,6124.0,0,0,0,21,4,2,4.0,2,2,42.0,0,0,1,1,1,1,3,1
3598,42,1,18,0,4552.0,0,1,0,2,2,2,0.0,0,0,29.0,1,0,0,2,0,1,1,0
4327,56,1,42,1,10418.0,0,0,0,42,2,2,0.0,2,2,76.0,1,0,0,1,2,1,3,1
17105,23,1,4,0,3128.0,2,0,1,54,1,1,1.0,1,1,23.0,0,0,1,0,2,1,0,2
36845,33,1,24,0,4069.0,0,0,1,62,1,1,1.0,0,1,50.0,1,0,0,2,1,1,0,0
30766,28,1,3,3,6415.0,0,0,0,84,1,1,2.0,0,0,71.0,1,0,1,2,1,1,1,3
68530,41,1,20,0,4191.0,2,3,0,47,1,1,1.0,0,0,23.0,0,0,0,2,2,1,2,2
20277,33,0,19,4,8983.0,2,0,1,91,0,0,0.0,2,1,92.0,0,0,0,1,1,1,1,1
3316,52,0,22,4,9220.0,0,2,0,15,0,0,1.0,2,2,67.0,1,0,0,0,1,1,3,1
73447,49,0,14,1,11673.0,0,1,1,48,3,2,1.0,0,1,89.0,0,0,0,2,0,0,3,1
19401,19,0,2,0,4406.0,0,0,0,35,2,2,0.0,1,1,53.0,0,0,0,2,2,0,0,3
66201,31,0,1,3,4762.0,2,1,0,1,1,1,0.0,0,0,34.0,0,0,0,2,0,1,3,1
20551,20,1,8,2,8700.0,2,3,1,95,3,1,4.0,1,1,27.0,0,0,0,2,2,1,1,2
49225,56,0,17,2,7223.0,0,0,0,51,2,2,0.0,0,0,18.0,0,0,1,2,2,0,1,0
61963,36,1,17,3,6011.0,2,1,0,81,0,2,1.0,0,2,28.0,0,0,1,2,2,0,1,3
36792,43,0,1,3,5686.0,0,0,0,43,0,0,3.0,0,0,30.0,1,0,0,3,1,1,2,1
17474,47,1,6,0,5049.0,2,2,0,61,0,0,0.0,1,2,33.0,0,0,0,3,1,0,3,1
1872,18,1,2,1,8127.0,0,1,0,69,4,2,3.0,1,2,13.0,0,0,1,1,0,0,1,1
29294,29,1,6,4,9447.0,2,0,0,42,1,1,0.0,1,1,81.0,1,0,1,2,2,1,1,2
36163,40,0,22,4,10802.0,1,0,1,99,1,1,2.0,1,1,51.0,0,0,0,2,0,0,2,1
