response_id,Predictions
31126,Stayed
64980,Left
43441,Left
57146,Stayed
66857,Left
57441,Stayed
25327,Left
50348,Left
10300,Left
19052,Left
37882,Stayed
30401,Stayed
66360,Left
9290,Left
29463,Left
37182,Stayed
26659,Stayed
21211,Left
23007,Left
34411,Stayed
28298,Left
4493,Left
65715,Left
35212,Left
60512,Stayed
61298,Stayed
4569,Left
27652,Stayed
34698,Stayed
49476,Stayed
54541,Stayed
19371,Stayed
67076,Stayed
10046,Left
16333,Stayed
15888,Left
51928,Stayed
12320,Stayed
59801,Left
55050,Stayed
27017,Left
14563,Stayed
780,Stayed
6922,Stayed
10785,Stayed
36582,Left
58554,Stayed
55934,Stayed
24278,Left
7680,Left
38529,Stayed
32742,Left
9845,Left
26019,Stayed
22846,Left
29274,Stayed
505,Stayed
24198,Left
36850,Stayed
18986,Left
2991,Stayed
71409,Left
9707,Left
64285,Left
24857,Stayed
27120,Left
24085,Left
54409,Stayed
22157,Stayed
47867,Stayed
20477,Stayed
24483,Stayed
45355,Stayed
4811,Stayed
32891,Stayed
51550,Left
8076,Stayed
49197,Stayed
46925,Stayed
71460,Stayed
39925,Left
31107,Left
35909,Left
40050,Left
72588,Stayed
25951,Stayed
73908,Stayed
24629,Stayed
20218,Left
18030,Stayed
11020,Left
47103,Left
73087,Stayed
52698,Left
5905,Left
5344,Stayed
15258,Left
70142,Stayed
3883,Left
23688,Stayed
55254,Left
50487,Stayed
18145,Left
29018,Left
25138,Left
22214,Stayed
15588,Stayed
13115,Stayed
19893,Stayed
67718,Left
25390,Stayed
3856,Stayed
22993,Stayed
55516,Stayed
27815,Left
68601,Stayed
53128,Stayed
11752,Stayed
53853,Left
33499,Left
58980,Stayed
55542,Left
1991,Stayed
61540,Left
16599,Stayed
4614,Left
28417,Left
21583,Stayed
8172,Stayed
9012,Left
401,Stayed
53340,Left
16779,Left
26519,Left
23521,Stayed
64259,Stayed
4646,Left
9640,Left
27850,Left
62931,Left
21503,Left
32885,Stayed
62300,Left
22516,Left
26361,Stayed
11651,Left
12682,Left
30453,Stayed
3307,Left
46847,Stayed
37033,Stayed
44404,Left
35377,Stayed
53744,Stayed
10187,Left
10943,Left
24184,Left
19910,Left
15404,Stayed
37377,Left
2311,Left
24654,Stayed
40,Left
39015,Left
3174,Stayed
36976,Stayed
41053,Stayed
45669,Left
63501,Stayed
32711,Left
8634,Stayed
45845,Left
22221,Stayed
20041,Left
53103,Left
49566,Stayed
22390,Stayed
34910,Stayed
22143,Left
23638,Left
48394,Stayed
31983,Left
35728,Stayed
20511,Stayed
3395,Stayed
46551,Left
53637,Left
71756,Left
5035,Left
24694,Stayed
24394,Stayed
27102,Stayed
14128,Stayed
26585,Stayed
36533,Left
13594,Stayed
17560,Left
68982,Left
29515,Stayed
62679,Stayed
18710,Left
39383,Stayed
55989,Left
43994,Left
8547,Stayed
55790,Stayed
9729,Stayed
47033,Stayed
19491,Left
32612,Left
66330,Stayed
59757,Stayed
64774,Left
48491,Left
21612,Stayed
3343,Stayed
40620,Stayed
65760,Stayed
23144,Stayed
1764,Stayed
36884,Stayed
8960,Stayed
73611,Left
12529,Stayed
6637,Stayed
16949,Left
29254,Left
74465,Stayed
39772,Left
49749,Left
44033,Left
30304,Left
15872,Stayed
20832,Left
43494,Left
44319,Left
13008,Stayed
62717,Left
22161,Left
61014,Stayed
5158,Left
1403,Left
1231,Stayed
9114,Left
39006,Stayed
27615,Left
52813,Stayed
68464,Stayed
36775,Stayed
23038,Left
43065,Left
71894,Stayed
7837,Left
56305,Stayed
64351,Left
66567,Stayed
9713,Stayed
60325,Stayed
20098,Stayed
14399,Left
70728,Left
31180,Left
47944,Left
22205,Left
71790,Left
5634,Left
71094,Left
26382,Left
65714,Left
14048,Stayed
65827,Left
12111,Left
36538,Left
1327,Stayed
28631,Left
15700,Left
69925,Stayed
58205,Stayed
42047,Left
20410,Stayed
11608,Stayed
38955,Stayed
69984,Left
29026,Stayed
69901,Stayed
18796,Stayed
24865,Stayed
51521,Stayed
23859,Left
50060,Stayed
57687,Left
5224,Stayed
15529,Left
19913,Stayed
22649,Left
55742,Stayed
950,Stayed
53798,Left
6657,Left
13110,Left
45692,Left
40841,Left
51206,Stayed
40102,Left
72944,Stayed
5183,Left
13042,Stayed
7664,Left
57342,Stayed
54527,Stayed
24201,Stayed
69720,Left
61437,Left
48300,Left
2352,Stayed
54715,Stayed
42101,Stayed
73569,Left
30745,Left
2060,Left
37924,Stayed
10949,Left
51175,Left
25736,Stayed
62139,Stayed
33449,Stayed
24295,Left
55403,Stayed
16568,Left
60480,Stayed
26152,Stayed
68809,Left
60833,Left
1843,Left
13825,Stayed
56962,Stayed
68953,Stayed
32000,Stayed
59293,Stayed
38708,Left
66985,Left
48290,Stayed
58473,Left
16867,Stayed
41670,Stayed
41072,Stayed
66420,Stayed
14120,Left
41808,Stayed
69089,Left
63339,Stayed
42244,Left
60256,Stayed
47437,Stayed
64398,Stayed
42613,Left
45041,Stayed
21364,Left
29134,Left
31691,Stayed
52457,Left
25375,Stayed
11363,Left
31578,Stayed
51420,Stayed
6686,Left
32534,Left
26201,Stayed
30225,Left
57026,Left
35406,Stayed
38535,Stayed
56291,Left
71457,Stayed
5876,Left
14593,Left
61292,Left
64904,Left
66350,Stayed
5763,Left
2115,Stayed
32486,Stayed
2190,Left
68681,Left
46595,Left
20714,Stayed
72537,Left
62119,Left
71687,Stayed
39198,Stayed
64664,Left
61180,Left
74013,Left
10698,Stayed
10093,Stayed
46471,Left
58081,Left
19697,Left
35308,Stayed
54489,Left
7145,Left
56338,Stayed
72683,Stayed
69952,Stayed
37594,Stayed
9023,Left
10894,Stayed
14994,Stayed
11089,Left
43581,Stayed
15997,Stayed
30234,Stayed
16914,Left
26547,Stayed
21547,Stayed
50779,Left
55396,Stayed
47360,Left
59405,Left
60358,Stayed
2010,Left
59144,Left
60885,Left
27802,Left
41958,Left
64327,Left
58254,Left
55248,Left
26787,Left
8749,Left
43892,Left
56267,Left
19243,Left
37338,Stayed
24923,Left
54173,Stayed
44430,Stayed
50667,Stayed
10154,Stayed
22938,Left
67330,Left
7417,Stayed
74434,Stayed
59291,Stayed
17013,Stayed
21219,Stayed
74274,Left
46721,Stayed
66714,Stayed
36501,Left
6371,Stayed
30790,Stayed
51709,Stayed
10263,Left
40477,Left
20764,Left
53061,Stayed
40305,Left
59316,Left
9264,Left
41268,Stayed
16613,Stayed
30577,Left
20804,Left
59795,Left
54840,Stayed
11456,Left
18035,Left
3508,Stayed
18140,Stayed
35809,Left
11857,Stayed
38456,Left
40293,Stayed
20625,Left
29822,Left
1575,Stayed
38428,Left
13718,Stayed
19373,Left
47163,Left
40730,Left
63407,Stayed
35165,Left
72188,Stayed
4067,Left
25078,Stayed
15057,Stayed
22573,Stayed
37943,Stayed
64895,Stayed
14645,Stayed
31869,Stayed
46788,Stayed
28878,Left
65081,Left
48879,Left
31928,Left
789,Stayed
19265,Stayed
32673,Left
59902,Left
46635,Left
5983,Stayed
213,Left
2300,Stayed
30674,Stayed
12594,Stayed
45756,Left
35464,Left
73061,Left
40105,Stayed
44925,Stayed
31695,Stayed
3293,Stayed
15816,Stayed
29046,Left
22922,Stayed
40692,Stayed
17824,Left
36331,Stayed
1036,Stayed
3081,Left
16225,Stayed
55456,Left
27659,Left
51065,Left
24981,Stayed
66508,Stayed
49907,Stayed
70443,Stayed
52748,Stayed
60437,Stayed
48144,Stayed
63790,Stayed
69148,Stayed
40416,Stayed
12441,Left
36615,Stayed
59884,Stayed
59832,Left
7480,Left
62697,Stayed
13814,Stayed
30228,Stayed
36041,Left
10183,Stayed
72145,Stayed
64678,Stayed
41157,Stayed
46891,Stayed
58187,Left
268,Stayed
9799,Stayed
15138,Left
67584,Left
29780,Left
821,Stayed
18360,Stayed
23176,Stayed
9106,Stayed
60593,Stayed
44969,Stayed
31381,Left
26314,Left
73547,Left
41807,Stayed
49019,Stayed
29008,Stayed
12601,Stayed
45447,Left
7706,Left
2687,Stayed
63781,Left
69681,Left
63684,Stayed
44938,Stayed
11374,Left
58184,Stayed
60071,Left
721,Left
15500,Stayed
43377,Left
47881,Stayed
16531,Stayed
11297,Left
32998,Stayed
8910,Left
20603,Left
14362,Stayed
29388,Stayed
73337,Stayed
52898,Left
57753,Stayed
50066,Left
22614,Stayed
38598,Stayed
59806,Left
11996,Stayed
36071,Stayed
58004,Stayed
38644,Stayed
46774,Left
44535,Left
42287,Stayed
64079,Stayed
22546,Left
18394,Stayed
5987,Left
54113,Stayed
12937,Left
50275,Stayed
9009,Stayed
9452,Stayed
7980,Left
39475,Stayed
62466,Stayed
28043,Left
24665,Stayed
68937,Stayed
28108,Left
50162,Left
33357,Stayed
19736,Stayed
32170,Stayed
48186,Left
28462,Left
67665,Left
24889,Left
6480,Stayed
19569,Stayed
21982,Stayed
18201,Left
35135,Stayed
46400,Stayed
34825,Left
34908,Stayed
54476,Left
61797,Left
56011,Left
31244,Stayed
9310,Stayed
4423,Left
13288,Left
10475,Stayed
64434,Stayed
46873,Stayed
47782,Stayed
42410,Stayed
4080,Stayed
43346,Left
62182,Left
51559,Left
56107,Left
972,Left
24180,Left
18046,Left
3800,Stayed
42075,Left
12308,Stayed
72081,Stayed
55283,Left
37544,Stayed
62927,Stayed
12039,Left
46566,Left
56710,Stayed
18850,Stayed
5346,Stayed
62388,Left
57684,Left
51719,Left
55822,Left
25409,Stayed
39700,Stayed
53372,Stayed
42932,Left
58237,Stayed
25828,Left
22631,Stayed
23924,Left
45670,Left
30863,Stayed
30961,Left
41456,Stayed
34943,Stayed
51184,Stayed
64899,Stayed
16538,Stayed
24053,Left
15786,Left
10584,Stayed
61151,Stayed
42454,Left
35833,Stayed
22819,Left
1697,Stayed
32623,Stayed
59309,Left
14544,Stayed
10853,Left
37772,Stayed
63969,Left
43134,Left
73759,Left
14230,Stayed
54959,Stayed
73139,Left
69508,Left
10103,Stayed
66211,Stayed
54230,Stayed
45744,Left
1004,Left
8709,Stayed
35349,Stayed
66473,Left
38995,Stayed
30297,Left
33185,Stayed
48790,Stayed
35310,Stayed
42954,Stayed
3621,Left
57759,Left
14607,Left
41229,Left
6202,Stayed
40698,Stayed
60252,Left
14188,Left
66379,Left
59069,Stayed
37319,Stayed
27675,Stayed
4161,Stayed
43960,Stayed
55794,Stayed
65170,Stayed
60193,Stayed
50553,Stayed
38592,Stayed
20396,Left
59600,Stayed
46499,Stayed
57089,Stayed
47812,Left
63648,Left
2772,Stayed
65507,Stayed
44614,Stayed
5555,Stayed
5257,Left
40231,Stayed
69034,Left
43777,Stayed
62071,Left
51672,Left
10435,Left
36985,Left
39557,Stayed
45934,Stayed
10926,Stayed
5717,Stayed
58042,Stayed
44481,Left
50400,Left
19708,Left
48494,Left
38114,Stayed
70358,Stayed
33414,Left
57775,Stayed
40625,Left
69999,Stayed
43742,Left
74093,Left
62532,Stayed
10743,Stayed
49828,Left
14238,Stayed
21714,Stayed
39813,Stayed
28502,Left
72163,Stayed
47582,Stayed
52920,Stayed
58417,Stayed
21103,Stayed
2731,Left
44587,Stayed
60002,Left
60467,Left
35318,Stayed
38422,Left
58246,Left
57302,Stayed
19410,Left
64140,Left
32321,Stayed
68272,Left
29415,Stayed
9198,Stayed
20850,Left
64663,Stayed
47961,Left
14722,Left
52388,Stayed
38822,Left
6060,Stayed
37671,Left
907,Stayed
9574,Stayed
55232,Stayed
33266,Stayed
58238,Stayed
68238,Left
71445,Stayed
17915,Left
22757,Left
28873,Stayed
68727,Stayed
71281,Stayed
38692,Left
25809,Stayed
51975,Stayed
18738,Left
57420,Left
16811,Stayed
47805,Stayed
56082,Left
60291,Left
944,Left
69663,Stayed
24671,Left
70560,Left
74385,Left
65021,Left
53409,Left
42229,Left
70635,Stayed
19779,Stayed
47427,Left
70792,Stayed
45674,Stayed
903,Stayed
62267,Stayed
22383,Stayed
66791,Left
59051,Stayed
5087,Left
73966,Left
71646,Stayed
33113,Left
35649,Stayed
36200,Left
37523,Left
39377,Left
30852,Stayed
18807,Left
57780,Left
27027,Stayed
16987,Left
68939,Left
48996,Left
2287,Left
59059,Left
66490,Stayed
28837,Stayed
50354,Stayed
40449,Left
20398,Left
8389,Stayed
19967,Left
63183,Left
26514,Left
29110,Left
46386,Stayed
62117,Left
48280,Left
41494,Stayed
5605,Stayed
64143,Stayed
1825,Left
14947,Stayed
46621,Left
12554,Stayed
62338,Left
43515,Left
30673,Stayed
26680,Stayed
50450,Stayed
28136,Stayed
69175,Stayed
14014,Left
54059,Stayed
19316,Left
57578,Stayed
28627,Stayed
72971,Left
62054,Left
28495,Stayed
45405,Left
59631,Left
47528,Left
14849,Stayed
5131,Left
70711,Left
65382,Left
71417,Stayed
65892,Stayed
31781,Left
61602,Stayed
67583,Stayed
3426,Left
3058,Stayed
8154,Stayed
24066,Stayed
66948,Left
69209,Left
56108,Stayed
63162,Stayed
54928,Stayed
15062,Left
59502,Left
16608,Left
15147,Stayed
30283,Stayed
28311,Stayed
28073,Stayed
56696,Left
73141,Left
39183,Left
4071,Left
50106,Left
44641,Stayed
14734,Left
67557,Left
73203,Stayed
74051,Stayed
5792,Stayed
13292,Left
51558,Stayed
4511,Left
9249,Left
1831,Stayed
60497,Left
55229,Left
39115,Stayed
65008,Left
35715,Left
56923,Stayed
21822,Left
66731,Stayed
27358,Stayed
45619,Left
275,Left
39290,Stayed
15360,Stayed
29350,Stayed
9580,Left
31400,Stayed
67302,Stayed
54514,Stayed
29154,Left
36659,Stayed
62534,Stayed
50539,Left
2969,Left
32392,Stayed
7744,Left
68648,Left
16344,Stayed
62406,Left
11542,Stayed
30305,Stayed
7041,Left
13703,Stayed
19274,Stayed
1765,Stayed
458,Stayed
16387,Stayed
49508,Stayed
5924,Left
35670,Stayed
52085,Left
14316,Stayed
29823,Left
63758,Stayed
21272,Stayed
67854,Stayed
445,Stayed
18925,Left
74117,Stayed
67878,Left
45662,Stayed
14255,Left
32454,Left
25568,Stayed
43180,Stayed
21730,Left
10931,Stayed
11516,Left
21318,Stayed
56302,Left
16137,Left
65157,Stayed
32337,Left
37763,Stayed
55434,Stayed
54992,Stayed
57903,Stayed
67797,Stayed
34242,Stayed
74199,Stayed
2783,Stayed
10308,Stayed
31930,Stayed
55683,Stayed
40046,Left
760,Left
70347,Stayed
39325,Left
30720,Left
45031,Stayed
71652,Left
72792,Stayed
69160,Left
40351,Left
29478,Stayed
8469,Left
11790,Stayed
58295,Stayed
52215,Stayed
57756,Stayed
50087,Stayed
5071,Left
26004,Stayed
12083,Stayed
20808,Left
13553,Left
45598,Stayed
15102,Stayed
38396,Stayed
27966,Stayed
21545,Left
13805,Left
4156,Left
20781,Stayed
13038,Stayed
5492,Stayed
15622,Stayed
47507,Stayed
43125,Left
50417,Left
33186,Stayed
21657,Left
26477,Left
51239,Stayed
29148,Stayed
38889,Left
28514,Left
51692,Stayed
58501,Stayed
13874,Stayed
47495,Left
71635,Stayed
52512,Stayed
12751,Left
42169,Left
46444,Left
17383,Stayed
63931,Left
31989,Left
42134,Left
14337,Stayed
33359,Left
73681,Left
565,Stayed
16130,Stayed
64446,Left
36062,Left
42028,Left
11038,Stayed
26259,Left
71172,Left
13695,Stayed
74412,Left
47105,Stayed
32030,Left
8559,Stayed
11551,Stayed
11926,Stayed
39802,Stayed
55493,Stayed
43108,Stayed
19998,Left
13392,Stayed
52271,Left
9147,Left
33817,Stayed
23012,Stayed
3065,Stayed
25780,Stayed
33267,Left
8980,Stayed
74007,Left
67773,Stayed
28580,Left
21611,Stayed
52678,Left
71847,Left
19313,Left
27798,Stayed
71791,Stayed
58512,Left
57613,Left
18442,Left
380,Left
50285,Left
70446,Left
28147,Left
68870,Stayed
42610,Stayed
28151,Stayed
31999,Stayed
9376,Stayed
39921,Stayed
41694,Stayed
22493,Left
66185,Stayed
41820,Left
33253,Stayed
7291,Left
10366,Stayed
30543,Stayed
48106,Stayed
8162,Left
48353,Stayed
26349,Stayed
26411,Left
13507,Left
31506,Stayed
11950,Left
2743,Left
55247,Stayed
56433,Stayed
38927,Left
19958,Left
56728,Stayed
181,Left
19497,Left
5327,Left
55632,Stayed
49496,Stayed
52469,Stayed
68053,Stayed
52691,Stayed
53573,Stayed
51803,Stayed
26511,Left
14140,Stayed
28293,Stayed
56904,Left
34006,Stayed
17377,Left
65935,Left
26536,Left
14314,Stayed
30177,Left
67837,Left
56141,Stayed
49468,Stayed
54440,Left
17970,Left
67686,Stayed
5429,Stayed
31079,Stayed
32101,Stayed
29385,Stayed
16578,Stayed
38782,Left
14697,Stayed
59900,Stayed
7990,Stayed
49524,Stayed
24651,Stayed
44748,Stayed
9625,Left
41924,Stayed
5707,Left
35473,Left
62340,Stayed
52497,Left
47516,Stayed
4879,Stayed
16581,Left
59786,Left
45145,Stayed
43865,Stayed
36832,Stayed
43484,Left
63128,Left
67922,Left
58258,Left
25201,Left
41669,Stayed
63326,Stayed
48161,Stayed
26892,Stayed
2781,Left
42006,Stayed
34305,Stayed
34008,Stayed
1247,Stayed
34039,Left
20175,Left
37059,Left
73212,Left
34645,Left
51384,Left
9999,Stayed
3309,Stayed
68108,Stayed
63867,Stayed
20561,Stayed
34629,Stayed
56871,Stayed
26132,Stayed
70043,Stayed
57079,Left
48933,Left
11300,Stayed
73401,Stayed
9898,Stayed
38987,Left
36228,Stayed
33020,Stayed
41978,Stayed
27293,Stayed
2904,Left
25435,Stayed
72334,Stayed
6838,Left
71939,Stayed
6753,Left
52998,Stayed
48260,Left
48783,Stayed
274,Left
24033,Left
33962,Left
58560,Stayed
61543,Stayed
60962,Stayed
13589,Left
66190,Stayed
67030,Stayed
54217,Stayed
48695,Stayed
33703,Stayed
67001,Left
49429,Stayed
5883,Stayed
5880,Stayed
37156,Stayed
71507,Left
37296,Left
74272,Left
45701,Stayed
41180,Left
65959,Stayed
35556,Left
29305,Left
43461,Stayed
52967,Left
46305,Left
68048,Left
68225,Stayed
67620,Stayed
33099,Left
2727,Stayed
47527,Left
69522,Stayed
28162,Stayed
42015,Stayed
26678,Stayed
42391,Stayed
23624,Left
64464,Stayed
72594,Left
67229,Left
6624,Stayed
10679,Stayed
39028,Stayed
10446,Left
28496,Stayed
61965,Stayed
21900,Stayed
45283,Stayed
50492,Left
13280,Stayed
31072,Left
39547,Stayed
27885,Left
20336,Left
72912,Stayed
6820,Stayed
19627,Left
26324,Stayed
53497,Stayed
51343,Left
8446,Left
11895,Left
25285,Left
62893,Left
27926,Stayed
37958,Stayed
50526,Left
12257,Stayed
47109,Left
47345,Left
61968,Left
6452,Left
55815,Stayed
35148,Stayed
44363,Left
28599,Left
24881,Stayed
8247,Left
14983,Left
53921,Left
21148,Left
26801,Stayed
27312,Left
54456,Stayed
72301,Stayed
60985,Left
69471,Stayed
58769,Stayed
12224,Stayed
61908,Stayed
13405,Stayed
37246,Left
35783,Stayed
39199,Left
72505,Left
15762,Left
68892,Left
44666,Left
34897,Left
49958,Stayed
57904,Left
53211,Left
20525,Left
17522,Left
55563,Left
71741,Stayed
44644,Stayed
46993,Stayed
23792,Stayed
21024,Stayed
43379,Left
36291,Stayed
24338,Left
70772,Stayed
22861,Stayed
47293,Left
64423,Left
71983,Stayed
12072,Stayed
25579,Left
9507,Stayed
55449,Left
22694,Stayed
18220,Stayed
44456,Left
4364,Stayed
67537,Left
16124,Left
63932,Stayed
53960,Stayed
31459,Left
58791,Left
34472,Left
61940,Stayed
6699,Stayed
48794,Stayed
22123,Stayed
71785,Left
38957,Stayed
8791,Stayed
7056,Left
10714,Left
6852,Stayed
71659,Stayed
61839,Left
32719,Left
60321,Stayed
19292,Left
67494,Stayed
52338,Left
28760,Left
54931,Left
20570,Stayed
22835,Stayed
16166,Stayed
27085,Left
43697,Left
23241,Left
48920,Left
66375,Left
46770,Left
15055,Stayed
14520,Left
177,Stayed
15825,Left
50308,Stayed
69914,Left
63726,Left
25289,Stayed
48162,Left
45286,Left
42320,Stayed
57297,Left
46710,Stayed
56408,Stayed
66976,Left
5978,Stayed
1041,Stayed
42799,Stayed
7300,Stayed
29189,Stayed
6017,Left
39899,Stayed
49711,Left
51067,Left
2834,Left
36185,Stayed
7954,Stayed
13724,Left
17283,Stayed
3998,Stayed
32884,Left
55987,Left
70600,Stayed
36603,Left
38240,Stayed
70906,Left
4476,Stayed
1946,Left
39798,Left
69330,Stayed
31045,Left
8318,Stayed
19633,Left
2321,Left
14149,Stayed
42602,Left
8507,Left
34578,Stayed
28010,Stayed
38386,Left
42512,Left
23495,Left
13400,Left
4636,Left
26427,Left
47071,Stayed
13580,Stayed
23700,Left
40868,Stayed
5855,Left
55443,Stayed
51662,Left
37530,Left
73641,Stayed
40099,Left
16126,Stayed
74456,Stayed
14486,Stayed
27556,Left
45035,Stayed
19141,Stayed
50402,Stayed
62211,Stayed
54930,Stayed
48238,Stayed
37726,Left
28684,Stayed
29579,Stayed
23159,Stayed
68784,Stayed
34231,Stayed
24700,Left
58296,Left
56494,Stayed
31686,Left
69575,Left
53621,Stayed
29763,Left
24623,Stayed
60691,Left
31788,Stayed
42266,Left
45917,Stayed
72585,Stayed
14402,Stayed
8992,Left
72150,Left
62109,Left
39458,Stayed
36731,Stayed
61857,Left
51592,Left
19873,Stayed
65608,Left
5861,Left
42473,Stayed
36551,Stayed
69780,Stayed
7996,Stayed
2256,Stayed
12025,Left
50473,Left
31129,Stayed
37196,Left
37615,Stayed
25807,Left
69406,Stayed
14833,Stayed
10537,Left
64992,Stayed
31906,Stayed
36307,Stayed
57614,Stayed
51275,Left
62351,Stayed
937,Left
32878,Left
12703,Left
28909,Left
74174,Stayed
20604,Stayed
35348,Left
73913,Stayed
26591,Left
68153,Stayed
58870,Stayed
28903,Stayed
43706,Left
72666,Left
53389,Left
37155,Left
51686,Left
54483,Left
51251,Left
1535,Left
55856,Left
27880,Left
8442,Left
62587,Stayed
26603,Stayed
25741,Stayed
51736,Left
26212,Stayed
70873,Stayed
10325,Stayed
9667,Left
34521,Left
37645,Left
48623,Left
39091,Stayed
46664,Left
39260,Stayed
63005,Left
66383,Left
34706,Stayed
44402,Stayed
42931,Stayed
50108,Left
57181,Stayed
17363,Left
41307,Stayed
46652,Stayed
3525,Stayed
66615,Stayed
54740,Stayed
16825,Left
53971,Stayed
22711,Left
29235,Stayed
19422,Left
72457,Stayed
18554,Stayed
35972,Left
59422,Left
40633,Stayed
34911,Stayed
34171,Left
34094,Left
34081,Left
25987,Stayed
47132,Stayed
23316,Stayed
18439,Stayed
19579,Stayed
41269,Left
67130,Left
56083,Stayed
54231,Left
8580,Stayed
59788,Stayed
19724,Left
8043,Left
18365,Stayed
6485,Left
61252,Left
61620,Stayed
69353,Stayed
2061,Stayed
39690,Left
19911,Stayed
2339,Stayed
59706,Stayed
47256,Left
23161,Stayed
60516,Left
55301,Stayed
63388,Left
45945,Stayed
16234,Stayed
56427,Stayed
49527,Stayed
41142,Stayed
36750,Left
47133,Left
72387,Stayed
32112,Left
72850,Left
65555,Stayed
33197,Left
23214,Stayed
40496,Stayed
55682,Stayed
36464,Stayed
57959,Stayed
14711,Stayed
70587,Stayed
18894,Stayed
58217,Stayed
24139,Left
35132,Stayed
48190,Stayed
72739,Left
3002,Stayed
74356,Left
61471,Left
36685,Stayed
43591,Stayed
68209,Left
45190,Left
36442,Left
63697,Stayed
21861,Left
41682,Stayed
40183,Stayed
46005,Left
3703,Left
26381,Stayed
52267,Left
25714,Stayed
33552,Stayed
7169,Left
837,Left
22929,Stayed
49605,Stayed
964,Stayed
35770,Left
71917,Stayed
37116,Stayed
26622,Stayed
56288,Stayed
3243,Stayed
35989,Stayed
36462,Left
54978,Stayed
40440,Stayed
16423,Stayed
16963,Stayed
70079,Stayed
31728,Stayed
66860,Left
19748,Left
28406,Stayed
15344,Stayed
4412,Left
63057,Stayed
8773,Left
37145,Left
29649,Stayed
26751,Stayed
42533,Stayed
13091,Stayed
14045,Left
24759,Left
68078,Stayed
15852,Stayed
63368,Left
51817,Stayed
29312,Left
48097,Left
57306,Stayed
37944,Left
30646,Stayed
45650,Stayed
33264,Stayed
60177,Stayed
49759,Left
73520,Left
63242,Stayed
11536,Left
26560,Left
28882,Stayed
40090,Stayed
8161,Left
22080,Left
10408,Left
44506,Left
5443,Stayed
30440,Left
5014,Left
35622,Left
10090,Stayed
31895,Stayed
27616,Stayed
62282,Left
3289,Stayed
47679,Left
54816,Stayed
22377,Left
69241,Left
40615,Left
70610,Left
30527,Stayed
57051,Left
46861,Left
35679,Stayed
36630,Left
19621,Stayed
36866,Left
71927,Left
9684,Stayed
56200,Left
9250,Left
28874,Stayed
40294,Left
70159,Stayed
17492,Stayed
62805,Left
5513,Stayed
40174,Stayed
53886,Stayed
17932,Stayed
42607,Left
23589,Stayed
28720,Left
52610,Stayed
59499,Stayed
41637,Stayed
13626,Stayed
7330,Left
52885,Stayed
34909,Stayed
62722,Stayed
21175,Stayed
22521,Stayed
59557,Stayed
10674,Stayed
44690,Stayed
31963,Left
35479,Stayed
56389,Left
67038,Stayed
56870,Left
39392,Left
55801,Stayed
13610,Left
49062,Left
72813,Stayed
46842,Stayed
49504,Stayed
8333,Left
7278,Stayed
57225,Stayed
17837,Stayed
14403,Left
63514,Stayed
47864,Stayed
2285,Left
8249,Stayed
4233,Left
49576,Stayed
52825,Stayed
26317,Stayed
34904,Stayed
3201,Stayed
27699,Stayed
2723,Stayed
10572,Left
53363,Left
18192,Stayed
21429,Left
35730,Stayed
40714,Stayed
19923,Left
2593,Stayed
37457,Stayed
5995,Stayed
72198,Left
59370,Stayed
20773,Stayed
12825,Left
32049,Stayed
33932,Left
4991,Left
30034,Stayed
71454,Left
8677,Stayed
53847,Stayed
43429,Left
47678,Stayed
68343,Stayed
34934,Left
18906,Left
31736,Stayed
16332,Stayed
40306,Left
15531,Left
47369,Left
36858,Stayed
8474,Left
69196,Stayed
11528,Left
44808,Left
53235,Stayed
34780,Stayed
26600,Left
45004,Stayed
3027,Stayed
64263,Left
10756,Stayed
45377,Stayed
21551,Left
20453,Stayed
72622,Stayed
47991,Stayed
14297,Left
33286,Stayed
59794,Left
61418,Stayed
58378,Left
52153,Stayed
14091,Left
1732,Left
7279,Stayed
67147,Stayed
61951,Stayed
442,Left
39818,Left
19225,Stayed
60838,Left
20004,Stayed
13246,Left
631,Stayed
37242,Stayed
68972,Stayed
50437,Stayed
32352,Stayed
3351,Stayed
13827,Stayed
16065,Left
51523,Left
67549,Stayed
11754,Stayed
11273,Left
39395,Left
55778,Left
19124,Stayed
50136,Stayed
50366,Left
48998,Stayed
65175,Left
22182,Stayed
12841,Left
66261,Left
32985,Stayed
38402,Left
26237,Stayed
2299,Stayed
71029,Stayed
6758,Stayed
43179,Stayed
25142,Stayed
772,Left
47723,Stayed
49370,Stayed
5448,Stayed
7226,Left
41208,Stayed
31393,Stayed
6431,Left
37010,Stayed
4610,Stayed
72979,Stayed
26714,Left
6427,Stayed
42060,Left
11762,Stayed
26447,Left
3768,Stayed
11674,Stayed
35088,Left
63086,Stayed
50488,Left
40995,Stayed
37105,Stayed
26436,Stayed
27475,Left
12155,Stayed
41931,Left
24320,Stayed
51822,Left
14514,Stayed
24028,Left
32638,Stayed
52239,Left
37140,Stayed
63649,Left
37414,Left
32365,Left
48011,Stayed
49788,Stayed
71047,Left
42530,Left
4347,Left
31867,Left
26483,Stayed
10114,Stayed
11731,Stayed
55300,Left
58700,Left
51057,Stayed
23459,Stayed
1273,Left
69699,Left
19891,Stayed
12491,Left
45308,Left
42337,Left
39874,Stayed
30657,Stayed
29038,Stayed
47740,Left
26312,Left
17996,Left
27888,Left
20666,Left
49020,Stayed
25704,Stayed
35998,Stayed
73188,Left
35968,Stayed
24185,Stayed
64101,Left
60268,Left
13485,Stayed
61684,Stayed
30074,Left
